video_id,repetition_number,exercise_id,exercise_name,person_id,first_frame,last_frame,n_frames,duration_s,cam17_orientation,cam18_orientation,sagittal_view_camera,exercise_subtype,lights_on,mocap_erroneous,extra_person_in_cam17,extra_person_in_cam18,quality_ok,correctness,video_path_cam17,video_path_cam18,has_video,frames_in_range
PM_042,16,5,Leg Lunge,5,2531,2610,80,2.6667,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,17,5,Leg Lunge,5,2611,2720,110,3.6667,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,18,5,Leg Lunge,5,2721,2820,100,3.3333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,19,5,Leg Lunge,5,2821,2920,100,3.3333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,20,5,Leg Lunge,5,3030,3120,91,3.0333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,21,5,Leg Lunge,5,3121,3135,15,0.5,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,22,5,Leg Lunge,5,3136,3215,80,2.6667,half-profile,half-profile,neither,front leg right,True,False,1,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,23,5,Leg Lunge,5,3216,3320,105,3.5,half-profile,half-profile,neither,front leg right,True,False,1,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,24,5,Leg Lunge,5,3321,3405,85,2.8333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_042,25,5,Leg Lunge,5,3406,3505,100,3.3333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_042-Camera17-30fps.mp4,videos/Ex5/PM_042-Camera18-30fps-transposed.mp4,True,True
PM_104,1,5,Leg Lunge,6,60,170,111,3.7,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,2,5,Leg Lunge,6,171,280,110,3.6667,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,3,5,Leg Lunge,6,281,395,115,3.8333,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,4,5,Leg Lunge,6,396,490,95,3.1667,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,5,5,Leg Lunge,6,491,580,90,3.0,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,6,5,Leg Lunge,6,855,1020,166,5.5333,front,side,Camera18,front leg left,True,False,2,0,False,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,7,5,Leg Lunge,6,1021,1120,100,3.3333,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,8,5,Leg Lunge,6,1121,1220,100,3.3333,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,9,5,Leg Lunge,6,1221,1330,110,3.6667,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,10,5,Leg Lunge,6,1331,1430,100,3.3333,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,11,5,Leg Lunge,6,1960,2070,111,3.7,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,12,5,Leg Lunge,6,2071,2210,140,4.6667,half-profile,half-profile,neither,front leg left,True,False,2,0,False,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,13,5,Leg Lunge,6,2211,2330,120,4.0,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,14,5,Leg Lunge,6,2331,2425,95,3.1667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,15,5,Leg Lunge,6,2426,2520,95,3.1667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,16,5,Leg Lunge,6,2655,2750,96,3.2,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,17,5,Leg Lunge,6,2751,2860,110,3.6667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,18,5,Leg Lunge,6,2861,2980,120,4.0,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,19,5,Leg Lunge,6,2981,3080,100,3.3333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_104,20,5,Leg Lunge,6,3081,3155,75,2.5,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_104-Camera17-30fps.mp4,videos/Ex5/PM_104-Camera18-30fps-transposed.mp4,True,True
PM_112,1,5,Leg Lunge,8,150,270,121,4.0333,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,2,5,Leg Lunge,8,271,430,160,5.3333,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,3,5,Leg Lunge,8,431,575,145,4.8333,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,4,5,Leg Lunge,8,576,735,160,5.3333,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,5,5,Leg Lunge,8,736,890,155,5.1667,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,6,5,Leg Lunge,8,891,1050,160,5.3333,front,side,Camera18,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,7,5,Leg Lunge,8,1051,1200,150,5.0,front,side,Camera18,front leg right,True,False,1,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,8,5,Leg Lunge,8,1430,1540,111,3.7,front,side,Camera18,front leg right,True,False,2,0,False,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,9,5,Leg Lunge,8,1541,1655,115,3.8333,front,side,Camera18,front leg right,True,False,1,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,10,5,Leg Lunge,8,1656,1780,125,4.1667,front,side,Camera18,front leg right,True,False,0,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,11,5,Leg Lunge,8,1781,1910,130,4.3333,front,side,Camera18,front leg right,True,False,0,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,12,5,Leg Lunge,8,1911,2020,110,3.6667,front,side,Camera18,front leg right,True,False,3,0,False,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,13,5,Leg Lunge,8,2520,2630,111,3.7,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,14,5,Leg Lunge,8,2710,2820,111,3.7,half-profile,half-profile,neither,front leg right,True,False,2,0,False,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,15,5,Leg Lunge,8,2821,2980,160,5.3333,half-profile,half-profile,neither,front leg right,True,False,2,0,False,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,16,5,Leg Lunge,8,2981,3130,150,5.0,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,17,5,Leg Lunge,8,3131,3280,150,5.0,half-profile,half-profile,neither,front leg right,True,False,0,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,18,5,Leg Lunge,8,3281,3450,170,5.6667,half-profile,half-profile,neither,front leg right,True,False,1,0,True,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,19,5,Leg Lunge,8,3451,3615,165,5.5,half-profile,half-profile,neither,front leg right,True,False,2,0,False,1,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,20,5,Leg Lunge,8,3670,3780,111,3.7,half-profile,half-profile,neither,front leg right,True,False,1,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,21,5,Leg Lunge,8,3781,3905,125,4.1667,half-profile,half-profile,neither,front leg right,True,False,1,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,22,5,Leg Lunge,8,3906,4020,115,3.8333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,23,5,Leg Lunge,8,4021,4140,120,4.0,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,24,5,Leg Lunge,8,4141,4285,145,4.8333,half-profile,half-profile,neither,front leg right,True,False,0,0,True,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_112,25,5,Leg Lunge,8,4286,4395,110,3.6667,half-profile,half-profile,neither,front leg right,True,False,2,0,False,0,videos/Ex5/PM_112-Camera17-30fps.mp4,videos/Ex5/PM_112-Camera18-30fps-transposed.mp4,True,True
PM_117a,1,5,Leg Lunge,9,155,240,86,2.8667,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,2,5,Leg Lunge,9,241,350,110,3.6667,front,side,Camera18,front leg left,True,False,2,0,False,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,3,5,Leg Lunge,9,351,460,110,3.6667,front,side,Camera18,front leg left,True,False,1,0,True,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,4,5,Leg Lunge,9,461,553,93,3.1,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,5,5,Leg Lunge,9,554,655,102,3.4,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,6,5,Leg Lunge,9,656,740,85,2.8333,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,7,5,Leg Lunge,9,940,990,51,1.7,front,side,Camera18,front leg left,True,False,3,0,False,0,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,8,5,Leg Lunge,9,1020,1060,41,1.3667,front,side,Camera18,front leg left,True,False,2,0,False,0,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,True
PM_117a,9,5,Leg Lunge,9,1110,1185,76,2.5333,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117a-Camera17-30fps.mp4,videos/Ex5/PM_117a-Camera18-30fps-transposed.mp4,True,False
PM_117b,1,5,Leg Lunge,9,1,80,80,2.6667,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,2,5,Leg Lunge,9,81,170,90,3.0,front,side,Camera18,front leg left,True,False,1,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,3,5,Leg Lunge,9,171,235,65,2.1667,front,side,Camera18,front leg left,True,False,2,0,False,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,4,5,Leg Lunge,9,615,693,79,2.6333,half-profile,half-profile,neither,front leg left,True,False,1,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,5,5,Leg Lunge,9,694,765,72,2.4,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,6,5,Leg Lunge,9,766,865,100,3.3333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,7,5,Leg Lunge,9,866,950,85,2.8333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,8,5,Leg Lunge,9,951,1040,90,3.0,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,9,5,Leg Lunge,9,1041,1120,80,2.6667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,10,5,Leg Lunge,9,1200,1280,81,2.7,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,11,5,Leg Lunge,9,1281,1365,85,2.8333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,12,5,Leg Lunge,9,1366,1450,85,2.8333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,13,5,Leg Lunge,9,1451,1545,95,3.1667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_117b,14,5,Leg Lunge,9,1546,1620,75,2.5,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_117b-Camera17-30fps.mp4,videos/Ex5/PM_117b-Camera18-30fps-transposed.mp4,True,True
PM_125,1,5,Leg Lunge,7,155,255,101,3.3667,half-profile,half-profile,neither,front leg left,True,False,2,0,False,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,2,5,Leg Lunge,7,256,380,125,4.1667,half-profile,half-profile,neither,front leg left,True,False,1,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,3,5,Leg Lunge,7,381,510,130,4.3333,half-profile,half-profile,neither,front leg left,True,False,1,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,4,5,Leg Lunge,7,511,625,115,3.8333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,5,5,Leg Lunge,7,626,750,125,4.1667,half-profile,half-profile,neither,front leg left,True,False,2,0,False,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,6,5,Leg Lunge,7,835,930,96,3.2,half-profile,half-profile,neither,front leg left,True,False,2,0,False,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,7,5,Leg Lunge,7,990,1080,91,3.0333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,8,5,Leg Lunge,7,1110,1210,101,3.3667,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,9,5,Leg Lunge,7,1211,1340,130,4.3333,half-profile,half-profile,neither,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,10,5,Leg Lunge,7,1341,1455,115,3.8333,half-profile,half-profile,neither,front leg left,True,False,2,0,False,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,11,5,Leg Lunge,7,1820,1920,101,3.3667,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,12,5,Leg Lunge,7,1921,2025,105,3.5,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,13,5,Leg Lunge,7,2026,2130,105,3.5,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,14,5,Leg Lunge,7,2131,2240,110,3.6667,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,15,5,Leg Lunge,7,2241,2345,105,3.5,front,side,Camera18,front leg left,True,False,0,0,True,1,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,16,5,Leg Lunge,7,2425,2535,111,3.7,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,17,5,Leg Lunge,7,2536,2665,130,4.3333,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,18,5,Leg Lunge,7,2666,2800,135,4.5,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,19,5,Leg Lunge,7,2801,2920,120,4.0,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_125,20,5,Leg Lunge,7,2921,3030,110,3.6667,front,side,Camera18,front leg left,True,False,0,0,True,0,videos/Ex5/PM_125-Camera17-30fps.mp4,videos/Ex5/PM_125-Camera18-30fps-transposed.mp4,True,True
PM_003,1,2,Arm VW,1,120,380,261,8.7,front,side,Camera18,,False,False,0,0,True,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,2,2,Arm VW,1,381,610,230,7.6667,front,side,Camera18,,False,False,1,0,True,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,3,2,Arm VW,1,611,810,200,6.6667,front,side,Camera18,,False,False,2,0,False,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,4,2,Arm VW,1,811,990,180,6.0,front,side,Camera18,,False,False,0,0,True,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,5,2,Arm VW,1,991,1150,160,5.3333,front,side,Camera18,,False,False,2,0,False,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,6,2,Arm VW,1,1600,1860,261,8.7,front,side,Camera18,,False,False,2,0,False,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,7,2,Arm VW,1,1960,2200,241,8.0333,front,side,Camera18,,False,False,2,0,False,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,8,2,Arm VW,1,2201,2450,250,8.3333,front,side,Camera18,,False,False,3,0,False,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,9,2,Arm VW,1,2451,2680,230,7.6667,front,side,Camera18,,False,False,2,0,False,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,10,2,Arm VW,1,2681,2915,235,7.8333,front,side,Camera18,,False,False,0,0,True,1,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,11,2,Arm VW,1,2916,3108,193,6.4333,front,side,Camera18,,False,False,2,0,False,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,12,2,Arm VW,1,3530,3800,271,9.0333,front,side,Camera18,,False,False,1,0,True,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,13,2,Arm VW,1,3801,4040,240,8.0,front,side,Camera18,,False,False,1,0,True,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,14,2,Arm VW,1,4041,4250,210,7.0,front,side,Camera18,,False,False,1,0,True,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,15,2,Arm VW,1,4251,4440,190,6.3333,front,side,Camera18,,False,False,2,0,False,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_003,16,2,Arm VW,1,4441,4620,180,6.0,front,side,Camera18,,False,False,2,0,False,0,videos/Ex2/PM_003-Camera17-30fps.mp4,videos/Ex2/PM_003-Camera18-30fps-transposed.mp4,True,True
PM_004,1,2,Arm VW,1,280,580,301,10.0333,half-profile,half-profile,neither,,False,False,1,0,True,1,videos/Ex2/PM_004-Camera17-30fps.mp4,videos/Ex2/PM_004-Camera18-30fps-transposed.mp4,True,True
PM_004,2,2,Arm VW,1,581,880,300,10.0,half-profile,half-profile,neither,,False,False,2,0,False,1,videos/Ex2/PM_004-Camera17-30fps.mp4,videos/Ex2/PM_004-Camera18-30fps-transposed.mp4,True,True
